Per_Dependency,Per_No_High_School_Diploma,2020_HH_SIZE,MED_AGE,per_white,per_hisp,per_black,per_asian,per_other,MEDINC,Per_Unemployment,pop_dens_sqmi,stop_dens_sqmi
0.632768049,-0.244091612,-0.181419673,2.875273623,-0.968889803,-0.704207618,1.35538339,-0.600618795,-0.578384869,-0.72072331,1.454219969,-1.233312549,31.14754098
0.895837005,-0.846967211,-0.320235619,2.748735753,-1.031794303,-0.80506283,1.473759316,-0.594586052,-0.708748462,-0.070764902,0.561008933,-0.781324526,45.14285714
0.701996722,-0.341855223,0.019610806,0.519950946,-1.006621278,-0.917905353,1.522552245,-0.575718523,-0.478095575,-0.552058004,0.647448711,-0.703526129,43.77593361
0.854299802,-0.488500639,-0.515406393,1.284821687,-0.60645126,-0.80850581,1.133220539,-0.594092524,0.605032798,-0.40758896,1.108460858,-1.358716655,22.16981132
0.771225395,0.024758317,0.243951645,-0.149326918,-0.875395284,0.167014386,0.697999206,-0.600618795,-1.273234873,-1.052532331,-0.216949066,-1.61923324,11.10091743
0.923528475,1.132745904,1.178392233,-0.701247343,-0.573819511,2.138486364,-0.916986448,-0.571798985,-1.391335449,-0.265618651,0.172029934,-0.806920435,24.83221477
0.881991271,0.08178709,0.36179362,-0.152204348,-1.031611592,-0.715284532,1.389455792,-0.600618795,-0.158652494,-0.467888173,0.532195674,-0.801142287,29.21348315
1.989650033,0.244726441,0.710300034,-2.298561352,-1.028124277,-0.832282632,1.524256405,-0.600618795,-1.511567526,-1.428474478,1.886418857,-1.515838934,6.515580737
0.798916864,-0.301120385,0.409843457,0.653600821,0.337053853,1.091689605,-0.785245353,-0.599592415,-1.3909616,-0.055422641,-0.533894917,-1.535303097,8.969465649
0.508156439,-0.178915872,0.709926899,0.67519825,0.494320203,0.965201992,-0.842437691,-0.508184022,-1.032800771,0.741689273,-0.749994361,-0.659509239,32.62411348
0.646613784,1.206068612,1.801437679,-0.689418573,-0.503608369,1.953681531,-0.943295786,-0.179695544,-1.385489115,-0.38109964,0.128810045,-0.837706517,33.33333333
0.549693642,2.167410782,1.616858324,-1.161008194,-0.782624372,1.956331866,-0.927995926,0.383354024,-0.990914266,-0.489426399,-0.303388843,0.449460334,53.67647059
-0.294896164,0.831308104,0.703094341,0.494453557,-0.476823684,0.964283515,-0.93186162,2.190612864,-1.098351862,0.087301312,-0.202542436,-0.26460363,58.15602837
-0.488736447,0.326196116,-0.007400983,0.191433956,0.285770824,-0.202539263,-0.904968306,3.167435282,-0.842609207,-0.02580097,-0.303388843,0.390088336,55.02392344
0.854299802,1.694886665,1.252029838,-0.748443789,-0.593504396,1.295969411,-0.36054076,-0.427321574,-0.959257905,-0.863012139,0.589822192,-0.570811616,43.27122153
0.397390562,1.466771573,1.990896402,-0.928144586,-0.50384289,2.023153726,-0.94573856,-0.342837373,-1.415911156,-0.18711259,0.027963637,0.33535647,38.46153846
0.632768049,2.648081868,2.650370509,-1.564990573,-0.928944541,2.362221236,-0.841497916,-0.534699754,-1.459514643,-0.6156975,0.099996786,0.640366828,49.54545455
0.078938668,-0.25223858,0.467065531,-0.108539085,0.423652662,1.116393001,-0.896908604,-0.545265402,-0.897908708,-0.04385822,-0.533894917,-0.494328713,47.45098039
0.840454067,0.961659585,2.278165796,-0.96549582,-0.61193605,2.146737132,-0.898380816,-0.579492401,-1.297323998,-0.16653445,-0.79321425,-0.248625323,26.77966102
0.577385111,0.815014169,1.548972515,-0.844787555,-0.972303578,1.060702604,0.073440462,-0.555935403,-0.23861181,-0.831302643,-0.202542436,0.3520352,39.37677054
0.701996722,0.709103591,0.899773326,0.79672284,-1.00784482,-0.615234713,1.303411334,-0.59350222,-0.247158872,-1.185244753,3.082169114,-0.519459932,53.96825397
1.048140085,0.635780883,-0.013386702,-0.178655229,-1.02098793,-0.822122137,1.438694229,-0.545243089,-0.054187791,-1.336698507,1.151680747,-0.719149483,57.00325733
0.978911413,-0.301120385,-0.205813192,-0.100216824,-1.031859256,-0.892663922,1.529884184,-0.59144671,-0.570548499,-1.053186732,0.805921636,-0.593523193,70.14084507
0.120475872,-0.268532515,1.260649454,-0.028897265,-0.680827935,0.597194371,0.211479478,-0.523383104,-0.638153768,0.451961127,-0.649147954,-0.648891807,26.95473251
0.868145536,-0.170768904,-0.104438057,0.426744775,-1.025304286,-0.856563759,1.502720717,-0.575903319,-0.756931623,-0.787907289,1.569473005,-0.181816923,46.15384615
0.397390562,-1.343932231,0.144336114,1.594876986,1.077893597,-0.748348819,-0.099665787,-0.5094997,0.991919498,1.821307333,-0.79321425,-0.941332491,21.3836478
0.90968274,-0.488500639,0.171346854,1.20098814,-1.001291463,-0.912640554,1.527000936,-0.584380298,-0.715020134,-0.208886567,0.719481859,-0.607217337,40.20979021
0.162013075,-1.392814037,0.29042228,0.29383213,2.032083661,-0.582486199,-0.879028343,-0.450923791,0.80825515,1.380377963,-0.922873917,-0.863297008,30.25830258
0.494310704,-0.871408113,-0.006415932,1.507237933,0.095332259,-0.803683549,0.638184574,-0.561636225,0.680793216,0.170859341,0.229656452,-0.924777047,26.66666667
-1.29178905,-0.863261146,-0.720302518,0.023925032,1.509629496,-0.663676681,-0.790975871,0.846899713,-0.117618026,0.037901299,-1.239819768,-1.658276723,2.3988006
-1.72100682,-1.026200497,-1.602241219,0.101621389,0.977710465,-0.384876441,-0.617559357,0.677409366,0.856538299,-0.039712473,-0.620334695,2.588719119,71.83908046
